Ch1 Amplitude,Ch2 Amplitude,Cluster
2338.03223,1127.21912,1
2338.059,972.7995,1
2338.07666,1006.77893,1
2338.112,1017.74091,1
2338.2627,1063.27515,1
2338.33154,1030.7146,1
2338.34814,1047.41187,1
2338.43286,1137.8219,1
2338.49365,1041.47412,1
2338.60864,1027.75879,1
2338.652,1042.17859,1
2338.82544,1069.794,1
2339.40283,1013.86169,1
2339.48218,1029.9834,1
2340.08838,1005.47546,1
2340.11938,959.7147,1
2340.13623,1092.03845,1
2340.43457,996.3019,1
2340.56152,988.8618,1
2340.58032,1082.27429,1
2340.71948,1106.48926,1
2340.763,1016.13531,1
2340.84546,929.2369,1
2341.08032,1083.76526,1
2341.113,1020.82733,1
2341.17554,1054.28577,1
2341.31543,1073.37561,1
2341.60449,1056.87878,1
2341.67041,1008.39984,1
2341.67871,1071.25769,1
2341.734,997.2498,1
2342.00244,1057.63257,1
2342.10278,1005.88855,1
2342.12329,1047.09973,1
2342.23779,988.329163,1
2342.24683,1055.554,1
2342.30884,971.2059,1
2342.3623,959.420349,1
2342.36914,998.535339,1
2342.6416,1136.95471,1
2342.73657,992.403,1
2342.74146,1000.08459,1
2342.7583,1012.95215,1
2342.863,1089.62244,1
2342.97485,1009.21808,1
2343.005,1067.208,1
2343.07471,975.5632,1
2343.112,1074.01575,1
2343.2334,992.2472,1
2343.41138,1133.11121,1
2343.66846,1128.97961,1
2343.68677,1074.34009,1
2343.69434,983.5983,1
2343.7417,1024.915,1
2343.838,1067.17,1
2343.96582,1047.72327,1
2343.96655,1024.993,1
2344.06,939.1241,1
2344.578,1065.24719,1
2344.63232,1058.3385,1
2344.6897,1031.7323,1
2344.81885,936.266663,1
2345.034,1010.59912,1
2345.337,1074.78809,1
2345.41235,1018.13068,1
2345.508,1062.29846,1
2345.525,1041.64343,1
2345.63477,1002.59662,1
2345.725,998.142,1
2345.74219,966.9883,1
2345.78027,1129.3374,1
2345.82,1103.12183,1
2345.933,1012.80743,1
2345.94482,1070.34631,1
2345.95117,1028.66492,1
2346.09229,1062.98828,1
2346.105,1016.38,1
2346.15039,1056.69128,1
2346.268,1002.3656,1
2346.52783,1081.83887,1
2346.56323,1100.24146,1
2346.7063,980.4248,1
2346.74658,1082.77734,1
2346.89941,1016.29565,1
2346.922,1042.38562,1
2347.19214,1136.86279,1
2347.24536,1035.17578,1
2347.279,990.0284,1
2347.31934,1107.945,1
2347.33081,1048.66138,1
2347.37061,978.9281,1
2347.44043,956.9461,1
2347.516,1038.02356,1
2347.68335,1060.13513,1
2347.805,994.1011,1
2347.95923,1015.78638,1
2347.97119,1059.6698,1
2348.08,996.051941,1
2348.11377,992.07666,1
2348.139,1093.49854,1
2348.232,995.7028,1
2348.27539,1076.32886,1
2348.45581,1041.28345,1
2348.73535,1098.81689,1
2348.89551,1078.93909,1
2348.98828,1098.67932,1
2349.02417,1055.40771,1
2349.04468,1044.91626,1
2349.21387,1157.5083,1
2349.25537,1100.769,1
2349.36646,1073.52686,1
2349.37842,1013.8291,1
2349.429,1044.01733,1
2349.44751,991.4285,1
2349.50366,1071.58655,1
2349.51538,1047.852,1
2349.61084,1048.50916,1
2349.63,1023.99652,1
2349.74536,1059.38391,1
2349.81177,1011.41553,1
2349.871,1090.50378,1
2349.97046,1017.45886,1
2350.25757,1008.66,1
2350.281,1111.68225,1
2350.30542,1094.58032,1
2350.53052,1098.51624,1
2350.539,1071.43091,1
2350.548,1001.89606,1
2350.74341,1014.8092,1
2350.89185,1151.17078,1
2350.99756,1027.54431,1
2351.22583,1023.66876,1
2351.2937,1112.681,1
2351.30469,1064.00623,1
2351.354,1035.25,1
2351.529,1071.28394,1
2351.54761,952.6382,1
2351.599,1014.08936,1
2351.64648,1155.75964,1
2351.76074,1021.774,1
2351.78052,1013.1156,1
2351.81177,1114.569,1
2351.81836,1123.90881,1
2351.83545,1094.8855,1
2351.99048,1060.98987,1
2352.05444,987.6454,1
2352.076,1077.15112,1
2352.10229,1043.17725,1
2352.137,952.11145,1
2352.158,1010.0094,1
2352.1958,1036.98669,1
2352.19849,1017.7439,1
2352.29517,1142.12219,1
2352.444,1007.36768,1
2352.64551,1057.02917,1
2352.65918,893.6709,1
2352.70215,1035.89136,1
2352.70581,1032.44287,1
2352.75024,1055.98694,1
2352.79053,1007.93915,1
2352.81567,1146.74231,1
2352.886,1043.11938,1
2352.93213,945.210938,1
2352.977,999.1315,1
2353.092,1062.54675,1
2353.18921,1053.81409,1
2353.23682,1087.7489,1
2353.34839,1014.40942,1
2353.44043,1129.75427,1
2353.568,981.218567,1
2353.6333,1035.4657,1
2353.66333,1094.60559,1
2353.797,994.642639,1
2353.85962,1104.76465,1
2353.87549,1129.84,1
2353.98218,1009.65851,1
2354.00732,980.147644,1
2354.032,1117.234,1
2354.14746,1032.74646,1
2354.21069,1014.33325,1
2354.25757,1094.00476,1
2354.50684,1032.01282,1
2354.5542,1111.43237,1
2354.59375,1016.98883,1
2354.60034,1029.53833,1
2354.627,1057.51917,1
2354.68,1066.85718,1
2354.783,1095.64624,1
2354.81323,1051.33582,1
2354.942,1031.4115,1
2354.959,1067.47,1
2355.07617,1100.97693,1
2355.168,892.3718,1
2355.196,1125.35754,1
2355.24414,1123.51074,1
2355.25757,1033.75842,1
2355.37036,1084.113,1
2355.39966,963.9259,1
2355.49121,1057.44678,1
2355.582,1159.24951,1
2355.652,1102.67627,1
2355.79028,1077.66052,1
2356.025,1006.21796,1
2356.05078,982.6171,1
2356.063,1161.44714,1
2356.33081,1045.397,1
2356.33936,1048.56067,1
2356.41333,1078.17383,1
2356.41553,982.493164,1
2356.55,983.375854,1
2356.61719,993.1667,1
2356.64917,1049.28528,1
2356.76245,1070.07593,1
2356.78223,992.6738,1
2356.80029,982.5154,1
2356.92456,1058.67151,1
2356.934,987.2969,1
2356.94263,1041.11267,1
2357.105,988.1975,1
2357.15747,985.195068,1
2357.45557,1056.227,1
2357.49121,968.6035,1
2357.51953,1005.38538,1
2357.5896,1118.83618,1
2357.59619,1028.068,1
2357.65649,1059.9884,1
2357.6687,1041.28369,1
2357.70386,976.8094,1
2357.72974,1066.21411,1
2357.75537,997.6345,1
2357.768,1082.04858,1
2357.8125,1099.67041,1
2357.85156,951.0073,1
2357.89233,994.9613,1
2358.034,1093.7688,1
2358.04468,964.8435,1
2358.25049,1150.93787,1
2358.37646,1111.49683,1
2358.427,1064.61475,1
2358.51172,1017.39,1
2358.7002,1098.35229,1
2358.79346,954.1333,1
2358.88574,1022.49927,1
2359.05249,1015.2265,1
2359.126,1037.74011,1
2359.14844,1043.9502,1
2359.15576,1043.50183,1
2359.20239,1072.481,1
2359.47583,983.4959,1
2359.4978,1102.09546,1
2359.62,986.9015,1
2359.63818,1091.92334,1
2359.65161,1050.24158,1
2359.66626,1073.26892,1
2359.68945,1009.797,1
2359.729,1011.28192,1
2359.75024,1006.60724,1
2359.7688,1084.23254,1
2359.77246,970.6364,1
2359.89478,996.4015,1
2359.975,1057.86829,1
2360.03687,1039.511,1
2360.145,1111.52393,1
2360.19824,1028.06226,1
2360.21143,939.3539,1
2360.21582,1056.87537,1
2360.23853,1047.04749,1
2360.25122,1083.3186,1
2360.26538,1083.746,1
2360.338,1063.92114,1
2360.37354,1069.06067,1
2360.62964,1061.52429,1
2360.65625,1062.22009,1
2360.65942,996.171448,1
2360.74829,1095.23511,1
2360.7688,980.880249,1
2360.95337,1074.77173,1
2360.96021,1010.00574,1
2360.989,1054.71057,1
2361.20483,1023.59735,1
2361.206,1027.34521,1
2361.25073,1065.0448,1
2361.25269,939.295532,1
2361.34,998.335144,1
2361.51636,1091.24939,1
2361.57153,1064.9823,1
2361.62524,1050.48816,1
2361.64575,1059.36572,1
2361.81421,1030.84668,1
2361.82129,1031.89673,1
2361.85522,1060.90479,1
2361.879,1017.8277,1
2361.93945,1072.32092,1
2361.953,1134.87366,1
2361.96338,983.604,1
2361.96631,1043.47192,1
2361.97388,1017.31232,1
2361.976,1042.79016,1
2362.04443,1162.46606,1
2362.09082,1116.9989,1
2362.20874,1014.22821,1
2362.21,1041.14429,1
2362.27417,1008.88409,1
2362.29517,1042.55725,1
2362.38354,1132.01733,1
2362.62085,1049.11182,1
2362.70483,1026.809,1
2362.74487,1027.75635,1
2362.74756,1022.63434,1
2362.76123,1023.62946,1
2362.77368,989.736633,1
2362.8667,1061.847,1
2362.89673,1118.16309,1
2362.90015,1040.84424,1
2362.92725,943.3086,1
2362.9707,1095.79089,1
2362.98877,1072.17578,1
2362.99243,1028.68652,1
2363.13574,1088.97278,1
2363.148,1057.25793,1
2363.318,1053.89514,1
2363.34741,910.3699,1
2363.37671,1000.21765,1
2363.37842,1059.04175,1
2363.62256,1041.8833,1
2363.67432,1107.38855,1
2363.73486,1011.60254,1
2363.77856,1006.17834,1
2363.783,1068.32312,1
2363.81714,1016.28387,1
2363.9082,992.738,1
2363.91748,1016.12292,1
2363.921,1081.243,1
2363.99854,1072.35413,1
2364.04443,1058.25244,1
2364.0625,988.1462,1
2364.06543,992.820862,1
2364.1084,1119.60889,1
2364.18433,1056.71155,1
2364.264,1062.445,1
2364.31616,1088.238,1
2364.33032,1013.22375,1
2364.33984,1047.49792,1
2364.44,1007.19867,1
2364.46362,1015.49054,1
2364.48169,1071.03491,1
2364.54785,1059.861,1
2364.55347,950.5407,1
2364.58,1019.29883,1
2364.63135,999.081665,1
2364.71,1004.74872,1
2364.736,984.925354,1
2364.91235,1037.80957,1
2364.96143,1011.22784,1
2365.08179,1032.46289,1
2365.09448,1013.5108,1
2365.11084,1031.85,1
2365.149,1001.57544,1
2365.25244,1018.82959,1
2365.31934,1119.86353,1
2365.34229,1053.26355,1
2365.39624,1040.08777,1
2365.67456,1111.72827,1
2365.90967,1021.95941,1
2365.993,1101.57288,1
2366.07446,1031.18738,1
2366.13184,981.0254,1
2366.138,1042.29089,1
2366.25635,1136.8291,1
2366.26514,1004.25458,1
2366.28955,1085.62524,1
2366.38721,1001.27032,1
2366.393,1141.55688,1
2366.49854,973.311646,1
2366.529,1062.06116,1
2366.54639,1051.95374,1
2366.61182,1062.95862,1
2366.76074,984.9568,1
2366.82031,1020.12738,1
2366.84,1050.64807,1
2366.887,1086.32471,1
2366.902,1019.89587,1
2366.97583,1049.16907,1
2367.031,1032.0459,1
2367.265,998.5325,1
2367.32349,1021.93933,1
2367.367,1028.04773,1
2367.411,955.9561,1
2367.63281,1086.79846,1
2367.75342,1038.987,1
2367.78149,1052.90649,1
2367.84546,1102.14771,1
2367.89258,1004.2041,1
2367.93872,1059.80615,1
2367.972,1124.12158,1
2368.017,1117.7876,1
2368.03174,954.913757,1
2368.06665,1072.31274,1
2368.09473,1028.89087,1
2368.2063,1069.06519,1
2368.22119,1023.72607,1
2368.25879,1010.95795,1
2368.27979,1109.0531,1
2368.31055,943.3639,1
2368.32324,1090.98584,1
2368.34277,1021.51941,1
2368.37329,1026.83862,1
2368.38843,1041.88513,1
2368.42,1042.33386,1
2368.43848,1091.03662,1
2368.457,960.2344,1
2368.52271,1006.96759,1
2368.601,1115.49744,1
2368.60449,1006.22064,1
2368.60522,1022.65729,1
2368.6394,1086.66577,1
2368.69727,1056.34192,1
2368.75537,1102.08435,1
2368.75586,1114.02356,1
2368.77075,1043.104,1
2368.88257,1115.80945,1
2369.033,981.9207,1
2369.19873,999.1356,1
2369.225,1060.40771,1
2369.248,1059.43,1
2369.27417,1136.14856,1
2369.302,1029.6842,1
2369.347,1094.22937,1
2369.374,1116.7948,1
2369.43628,974.621338,1
2369.449,1126.42737,1
2369.44946,989.2265,1
2369.505,1019.49493,1
2369.61475,1094.2688,1
2369.64868,1038.03284,1
2369.715,1073.42358,1
2369.82,1064.30334,1
2369.86426,994.1775,1
2369.98926,1049.24243,1
2370.01563,1071.05115,1
2370.02026,1026.95544,1
2370.05127,1105.334,1
2370.13379,1076.716,1
2370.1416,1033.59045,1
2370.293,1099.77966,1
2370.32031,1038.20862,1
2370.33032,1017.82971,1
2370.33325,1020.72308,1
2370.405,1075.00427,1
2370.56079,1038.83618,1
2370.57471,999.028931,1
2370.59741,973.1613,1
2370.657,1134.08948,1
2370.68,1055.90686,1
2370.82837,1045.956,1
2370.86328,1011.6297,1
2370.926,1042.44568,1
2370.98926,960.1443,1
2371.024,1009.39136,1
2371.10571,1081.05,1
2371.194,1048.18445,1
2371.21338,1076.39233,1
2371.21826,995.418152,1
2371.25024,1039.82593,1
2371.29932,1055.4093,1
2371.422,1022.23639,1
2371.48047,1055.31958,1
2371.53247,1069.516,1
2371.54272,1163.47278,1
2371.57153,1036.34583,1
2371.59521,1051.08765,1
2371.64282,1002.67175,1
2371.651,1072.122,1
2371.79321,1098.90491,1
2371.82056,1016.73029,1
2371.88647,1022.18982,1
2371.8938,1035.01624,1
2371.896,1001.66565,1
2371.91431,981.871033,1
2372.01636,1000.65869,1
2372.029,1034.1925,1
2372.06445,1128.49915,1
2372.07813,998.5643,1
2372.11084,1046.4436,1
2372.22632,991.805969,1
2372.29541,1070.0293,1
2372.35645,1005.25946,1
2372.45142,1055.136,1
2372.51172,1158.208,1
2372.56055,1086.65918,1
2372.60327,1058.05322,1
2372.63013,983.652649,1
2372.63647,983.6266,1
2372.67139,1030.67029,1
2372.74487,1025.75854,1
2372.771,976.5603,1
2372.801,1107.941,1
2372.85815,1006.92706,1
2372.85986,1117.99182,1
2373.008,1085.73682,1
2373.021,960.9352,1
2373.07471,1012.35919,1
2373.11719,923.5816,1
2373.12,1053.75342,1
2373.16919,1071.14624,1
2373.2146,1003.13654,1
2373.226,978.1249,1
2373.24268,1080.99951,1
2373.26514,1027.139,1
2373.39526,1085.76587,1
2373.41064,1079.8269,1
2373.50439,978.5876,1
2373.53857,1037.58862,1
2373.55249,1044.61108,1
2373.61646,1034.67859,1
2373.63159,899.2792,1
2373.647,1122.27429,1
2373.70044,963.0826,1
2373.76,1066.59888,1
2373.79932,997.1753,1
2373.938,1056.43188,1
2373.93848,1078.7655,1
2374.07837,1030.162,1
2374.09424,988.0402,1
2374.16626,1009.034,1
2374.18,1055.86011,1
2374.201,1010.39307,1
2374.27515,1140.11328,1
2374.28345,1101.4209,1
2374.29663,1049.33826,1
2374.37354,1018.56885,1
2374.38062,1114.2179,1
2374.42114,1035.31628,1
2374.42334,1050.75586,1
2374.42969,983.651855,1
2374.46753,1003.28851,1
2374.51587,1047.44031,1
2374.55518,1116.38391,1
2374.66113,949.7411,1
2374.69727,1156.83569,1
2374.72754,1040.92847,1
2374.735,1021.57532,1
2374.80884,1055.0658,1
2374.83569,1118.17285,1
2374.85229,935.461,1
2374.89185,997.369263,1
2374.919,993.4655,1
2374.98755,1057.47009,1
2375.0022,1027.82617,1
2375.056,1121.80383,1
2375.09033,983.5655,1
2375.10474,1121.36877,1
2375.2168,973.2591,1
2375.22949,984.568359,1
2375.24341,1087.17249,1
2375.26587,1104.69983,1
2375.273,1025.45984,1
2375.35815,949.6885,1
2375.492,1034.35522,1
2375.52563,980.500061,1
2375.53,1032.3739,1
2375.556,1101.83411,1
2375.55762,1028.14807,1
2375.57275,1056.69849,1
2375.6106,1074.29541,1
2375.64038,1031.88806,1
2375.66748,1097.39233,1
2375.67725,1031.71826,1
2375.81,1030.22241,1
2375.84937,996.9957,1
2375.898,1039.47388,1
2375.952,1050.51917,1
2376.00464,1023.40289,1
2376.00854,1092.09167,1
2376.021,989.5275,1
2376.04883,1022.70959,1
2376.07251,1125.75183,1
2376.09448,954.2619,1
2376.23413,1100.03821,1
2376.31934,947.0092,1
2376.35645,1019.5957,1
2376.3938,941.0437,1
2376.409,1009.18787,1
2376.41479,1046.56274,1
2376.44238,991.736267,1
2376.44653,1011.74164,1
2376.46753,936.632446,1
2376.484,968.632141,1
2376.50244,1094.75916,1
2376.51538,1044.76074,1
2376.63086,943.4434,1
2376.67383,986.7322,1
2376.683,1046.501,1
2376.727,1012.66534,1
2376.829,957.816162,1
2376.842,992.8108,1
2376.91357,1039.46021,1
2376.92432,1018.31531,1
2376.9353,1033.24109,1
2377.03418,1095.5238,1
2377.14185,1008.95422,1
2377.14258,1065.93921,1
2377.16235,1113.143,1
2377.20215,1053.173,1
2377.229,1012.30017,1
2377.26318,1050.46484,1
2377.26538,1000.51691,1
2377.2688,1092.66516,1
2377.33057,1117.17578,1
2377.34424,1055.56787,1
2377.353,1047.02124,1
2377.36279,1078.78723,1
2377.36621,983.329834,1
2377.41553,1030.3,1
2377.45581,1012.98566,1
2377.496,1016.55408,1
2377.527,997.1037,1
2377.53931,1099.19238,1
2377.54834,1065.67358,1
2377.55,988.044,1
2377.58569,1078.26392,1
2377.627,1065.79871,1
2377.63428,1018.474,1
2377.63574,1129.82581,1
2377.66724,1008.44775,1
2377.685,1021.58105,1
2377.68652,1037.47583,1
2377.74268,1066.58276,1
2377.791,982.757446,1
2377.823,971.9636,1
2377.90747,1007.01678,1
2377.91357,997.091431,1
2377.98853,1110.38391,1
2378.08057,1073.89966,1
2378.12451,1020.49622,1
2378.1897,984.8175,1
2378.2063,1058.56042,1
2378.217,1005.98633,1
2378.221,1038.257,1
2378.25635,1005.11847,1
2378.27832,1039.775,1
2378.2937,924.1164,1
2378.31616,1036.38647,1
2378.31763,947.8794,1
2378.321,1060.56519,1
2378.40186,1029.17761,1
2378.4436,1038.1167,1
2378.506,1053.34937,1
2378.52075,953.352356,1
2378.52881,1009.99188,1
2378.5603,1104.35779,1
2378.567,991.7619,1
2378.60156,1074.89124,1
2378.609,1033.01233,1
2378.619,999.461548,1
2378.63159,975.077759,1
2378.67651,1054.40393,1
2378.70459,1031.08423,1
2378.716,1079.83313,1
2378.76978,1049.702,1
2378.79932,1047.19971,1
2378.8562,1082.17163,1
2378.8623,947.974548,1
2378.87061,991.2692,1
2378.886,998.6239,1
2378.887,1045.05139,1
2379.07471,1073.61743,1
2379.14185,1062.486,1
2379.16016,1006.94537,1
2379.21021,1145.97327,1
2379.27856,1048.147,1
2379.30762,1043.217,1
2379.35962,1041.88208,1
2379.39429,981.5931,1
2379.411,1066.79456,1
2379.44556,1069.21851,1
2379.45532,1000.03076,1
2379.474,1069.86169,1
2379.4812,1031.07507,1
2379.48853,1098.71277,1
2379.4895,1011.54938,1
2379.56982,1039.635,1
2379.57715,1032.75623,1
2379.58447,926.8448,1
2379.58618,992.910645,1
2379.5896,960.4533,1
2379.61255,1051.94922,1
2379.6394,1037.64258,1
2379.647,965.9841,1
2379.66455,1089.50916,1
2379.74,989.033752,1
2379.779,1053.7627,1
2379.79761,1057.63428,1
2379.81787,1052.48889,1
2379.81934,989.402649,1
2379.91528,1108.064,1
2379.94214,990.672668,1
2379.951,1057.37122,1
2379.97461,1037.43359,1
2379.98218,1081.32983,1
2379.9856,1041.23535,1
2380.018,1069.98108,1
2380.03,1051.16687,1
2380.07861,983.3176,1
2380.1355,1047.231,1
2380.15332,1065.43689,1
2380.17773,1008.96405,1
2380.18872,980.638367,1
2380.21338,1076.36511,1
2380.22437,1041.28613,1
2380.32422,1045.21008,1
2380.352,961.2794,1
2380.37329,1016.36914,1
2380.37354,1122.46045,1
2380.43628,1076.22156,1
2380.43652,1002.24835,1
2380.53442,1059.57336,1
2380.60547,981.5127,1
2380.63086,1121.44836,1
2380.69043,1042.53882,1
2380.70679,1100.22534,1
2380.70825,946.2119,1
2380.77832,1092.644,1
2380.82886,1014.52148,1
2380.85,1004.10223,1
2380.855,1038.16235,1
2380.87476,972.6231,1
2380.921,957.0561,1
2380.97754,981.794067,1
2380.97778,1023.90015,1
2381.05029,986.9339,1
2381.063,963.9043,1
2381.15576,1057.96582,1
2381.15967,1091.27234,1
2381.19263,981.010742,1
2381.23242,932.1867,1
2381.27173,967.5261,1
2381.27319,1058.2981,1
2381.332,994.1102,1
2381.35376,993.989563,1
2381.45142,1030.37085,1
2381.49219,1020.191,1
2381.5022,1059.46033,1
2381.582,1086.223,1
2381.58765,1079.16455,1
2381.61255,922.4218,1
2381.667,1041.644,1
2381.67651,1102.44446,1
2381.71436,1068.58044,1
2381.719,1001.84,1
2381.72144,983.552368,1
2381.72266,1140.5155,1
2381.73584,1084.60242,1
2381.74414,1020.90161,1
2381.76147,1069.75488,1
2381.83276,1083.49072,1
2381.834,1035.44714,1
2381.858,943.507446,1
2381.85938,1072.16248,1
2381.89429,1005.88239,1
2381.9,1020.12976,1
2381.92,978.332458,1
2381.921,953.2077,1
2381.98926,1047.12048,1
2382.03564,1090.88245,1
2382.10474,1012.76056,1
2382.12134,996.699341,1
2382.188,973.222961,1
2382.22314,1016.06396,1
2382.24365,980.0254,1
2382.27319,1030.47961,1
2382.297,1104.40283,1
2382.30322,1085.19885,1
2382.37769,934.8051,1
2382.38477,967.482056,1
2382.39648,978.9799,1
2382.41016,1008.94592,1
2382.424,1019.804,1
2382.45654,1032.72913,1
2382.50854,1148.78052,1
2382.54663,966.1535,1
2382.56787,1044.65784,1
2382.57031,1013.91321,1
2382.57837,1141.98633,1
2382.59717,1053.842,1
2382.60742,1072.30884,1
2382.63,932.8594,1
2382.63745,919.9548,1
2382.65771,1006.5332,1
2382.74536,1038.1781,1
2382.77148,954.5297,1
2382.83,1073.34009,1
2382.834,1101.69763,1
2382.886,1018.64557,1
2382.90479,1051.62219,1
2382.96143,964.0256,1
2383.091,981.9936,1
2383.09351,1076.86633,1
2383.09741,1053.3833,1
2383.11816,1049.69165,1
2383.13428,1034.82629,1
2383.1814,1041.361,1
2383.1875,1042.57385,1
2383.22046,1056.21851,1
2383.24536,1019.73535,1
2383.25879,1016.07965,1
2383.26343,1055.37549,1
2383.28613,985.674866,1
2383.28662,1033.81274,1
2383.28735,1033.2688,1
2383.328,1048.1521,1
2383.33813,985.7312,1
2383.35278,1081.5144,1
2383.39087,1011.09106,1
2383.4126,1106.218,1
2383.44434,1065.35425,1
2383.468,1069.05408,1
2383.48,985.483643,1
2383.487,1080.5199,1
2383.50122,1089.125,1
2383.50366,1012.56012,1
2383.505,1008.49359,1
2383.57275,1034.24353,1
2383.60278,1080.66687,1
2383.62378,1014.21771,1
2383.629,1076.996,1
2383.64014,1046.15894,1
2383.64331,989.609131,1
2383.66284,981.2607,1
2383.68677,1048.72925,1
