Ch1 Amplitude,Ch2 Amplitude,Cluster
2315.063,1055.87341,3
2315.19287,1058.49487,3
2315.336,1061.776,3
2315.40649,1126.22681,3
2315.569,1002.59332,3
2315.60913,1045.93848,3
2315.63062,1103.16589,3
2315.63721,1089.76929,3
2315.805,1098.77258,3
2315.84668,1005.574,3
2316.02222,1026.51,3
2316.15332,1030.69226,3
2316.28223,1074.05908,3
2316.417,1123.54126,3
2316.4436,1134.05969,3
2316.81738,1095.60681,3
2316.95313,1059.53662,3
2317.028,1133.27539,3
2317.03149,1061.00415,3
2317.12671,1022.89612,3
2317.20166,1083.947,3
2317.207,1004.70184,3
2317.4917,1076.769,3
2317.5415,1049.92261,3
2317.67456,943.827637,3
2317.67529,1078.96191,3
2317.93433,1020.77332,3
2318.06641,1047.0741,3
2318.10083,1101.09106,3
2318.11572,1149.3158,3
2318.362,1076.88721,3
2318.66968,1089.12036,3
2318.779,1009.00891,3
2318.906,1076.053,3
2319.01025,1029.04541,3
2319.03931,1131.4093,3
2319.104,1112.76025,3
2319.22388,1024.03784,3
2319.29224,1081.6958,3
2319.46558,1144.37634,3
2319.60669,1049.913,3
2319.68677,1171.35461,3
2319.69238,1109.3595,3
2319.8645,1058.704,3
2320.02539,1056.25562,3
2320.03735,1031.84106,3
2320.044,1068.79,3
2320.14673,1154.59973,3
2320.17822,1072.58484,3
2320.401,996.6959,3
2320.448,1061.53809,3
2320.46387,1051.31592,3
2320.49219,998.8294,3
2320.55225,1054.68872,3
2320.7478,1123.12183,3
2320.91577,984.0764,3
2320.97632,1110.44324,3
2321.12036,1093.02576,3
2321.20435,1094.02539,3
2321.28516,1056.7478,3
2321.40771,1045.619,3
2321.44458,1102.5448,3
2321.482,1092.10962,3
2321.55835,1083.4364,3
2321.574,1066.9873,3
2321.68457,1084.17065,3
2321.73315,970.304932,3
2321.76685,1046.34729,3
2321.81152,1054.07434,3
2321.94849,1049.94543,3
2321.98486,1116.58215,3
2322.02417,1062.64172,3
2322.058,1053.99207,3
2322.08472,1033.33118,3
2322.12549,1134.09131,3
2322.24829,1135.98352,3
2322.31641,1173.93079,3
2322.38623,1165.30493,3
2322.41943,1100.15137,3
2322.42773,1056.63062,3
2322.51636,1128.42188,3
2322.60083,1122.85413,3
2322.65723,1012.28436,3
2322.67,1070.74487,3
2322.70581,1126.603,3
2322.78174,1023.97266,3
2322.85913,1080.90027,3
2322.888,1133.59216,3
2323.06665,1033.4541,3
2323.078,1074.5459,3
2323.08643,1095.467,3
2323.2146,1006.8736,3
2323.24878,1130.50464,3
2323.254,1132.3833,3
2323.37964,1046.12756,3
2323.40723,1026.941,3
2323.40723,1056.1051,3
2323.43018,1154.04688,3
2323.4978,1027.328,3
2323.555,1132.93188,3
2323.67773,1046.54285,3
2323.78687,1013.61969,3
2323.957,966.0112,3
2324.0415,1001.89325,3
2324.24561,1115.70654,3
2324.38843,1091.474,3
2324.43115,1131.75879,3
2324.483,1059.5531,3
2324.50073,1152.47864,3
2324.55371,1112.10669,3
2324.69678,1003.243,3
2324.76343,957.351563,3
2324.81519,1077.36475,3
2324.85083,1082.05237,3
2324.92065,1023.847,3
2324.995,1057.69421,3
2325.09253,999.126953,3
2325.27124,1078.827,3
2325.326,1100.04419,3
2325.473,1010.91168,3
2325.538,1127.401,3
2325.55225,1109.911,3
2325.87524,1055.23682,3
2325.941,1152.68811,3
2325.94946,1078.11707,3
2325.98779,1088.296,3
2326.01465,1101.16113,3
2326.02637,1007.99225,3
2326.02783,1113.67651,3
2326.03955,1067.19421,3
2326.09888,1061.73779,3
2326.13867,1105.07153,3
2326.21655,1070.99951,3
2326.33569,1007.62537,3
2326.336,1110.88867,3
2326.34888,1017.88922,3
2326.3855,1056.15942,3
2326.523,1037.19934,3
2326.539,1104.0177,3
2326.622,1077.64172,3
2326.68237,1103.1106,3
2326.68579,1037.60352,3
2326.72363,1110.06042,3
2326.76929,1014.79407,3
2326.94238,1040.476,3
2326.944,1079.72827,3
2326.96753,1044.48767,3
2327.08,1073.37329,3
2327.0813,1047.71033,3
2327.129,1050.21,3
2327.14819,1045.34619,3
2327.14966,1128.47485,3
2327.188,1061.01709,3
2327.22485,1050.199,3
2327.25464,1025.676,3
2327.329,1118.056,3
2327.34961,1046.54761,3
2327.48633,1013.20679,3
2327.688,1088.35547,3
2327.88354,1129.37231,3
2327.91187,1014.51917,3
2327.917,1107.08215,3
2327.928,1124.29968,3
2327.94214,1025.71509,3
2327.945,1175.29077,3
2327.97876,971.1198,3
2327.98535,1028.86121,3
2327.9978,1070.86633,3
2328.00171,1142.83337,3
2328.03955,1016.81152,3
2328.13623,990.955444,3
2328.13965,1095.57874,3
2328.38843,1128.36914,3
2328.392,1020.46753,3
2328.52026,1081.52856,3
2328.571,1101.68079,3
2328.59351,1082.81262,3
2328.84985,1066.61987,3
2328.86938,1120.06409,3
2328.88818,1077.82434,3
2328.97144,1038.32776,3
2329.09937,1095.24927,3
2329.165,1076.4115,3
2329.23413,1017.26294,3
2329.26587,1115.68555,3
2329.27222,1078.53979,3
2329.28467,1089.03137,3
2329.294,1097.05469,3
2329.356,1114.85913,3
2329.4646,1072.41174,3
2329.47144,920.103,3
2329.63452,946.2756,3
2329.7832,1032.03857,3
2329.81958,1091.29041,3
2329.84473,1048.0144,3
2329.91479,1087.07129,3
2330.05444,1039.93176,3
2330.122,1101.45447,3
2330.17847,1111.95923,3
2330.18164,1144.69324,3
2330.298,1050.32129,3
2330.38354,1054.70569,3
2330.38354,1130.658,3
2330.42578,1008.32489,3
2330.44214,1010.47015,3
2330.456,1100.91077,3
2330.47144,1052.7113,3
2330.52979,1042.63928,3
2330.55981,1028.34167,3
2330.58081,1139.71045,3
2330.60327,1007.61066,3
2330.61475,1019.32666,3
2330.63672,1047.92627,3
2330.65112,1064.51306,3
2330.67041,1099.227,3
2330.687,1058.04382,3
2330.7666,1045.23608,3
2330.8396,1169.58545,3
2330.8916,1076.18982,3
2330.96655,1116.30664,3
2330.98584,1071.70459,3
2330.996,1043.36194,3
2331.03369,1170.848,3
2331.10913,1158.56567,3
2331.11987,1029.70447,3
2331.13086,1056.01392,3
2331.172,1066.23218,3
2331.22119,1077.679,3
2331.27881,1033.86243,3
2331.28564,1159.47327,3
2331.334,1098.54871,3
2331.36548,1035.82043,3
2331.46069,1059.56555,3
2331.47876,1057.57153,3
2331.53833,1106.13208,3
2331.53979,1043.32739,3
2331.59863,1000.82068,3
2331.60669,1084.939,3
2331.63184,1114.63989,3
2331.64478,976.680542,3
2331.67651,1180.15454,3
2331.68921,1106.56616,3
2331.741,1113.24719,3
2331.74951,983.2807,3
2331.87256,1008.4856,3
2331.90161,1070.28564,3
2331.90234,1019.13965,3
2331.9043,1033.69507,3
2331.97266,1045.40967,3
2332.00635,974.8259,3
2332.00879,1124.59155,3
2332.11719,1012.66241,3
2332.12378,1088.622,3
2332.13428,1055.06714,3
2332.15259,1107.12366,3
2332.2478,1035.81372,3
2332.3042,1070.86084,3
2332.33813,975.824768,3
2332.35425,1164.15588,3
2332.40649,1084.74487,3
2332.42871,1126.60217,3
2332.47,1034.8634,3
2332.47656,1028.214,3
2332.56665,1096.993,3
2332.593,1087.51807,3
2332.80347,1061.96143,3
2332.82983,1063.49573,3
2332.89746,1099.02856,3
2332.90552,1062.70959,3
2332.9707,1085.88269,3
2332.987,987.7308,3
2333.014,1133.26111,3
2333.0166,983.1772,3
2333.067,1033.84229,3
2333.214,1043.81787,3
2333.34814,1339.65466,3
2333.375,960.3963,3
2333.388,1028.814,3
2333.39868,1163.21472,3
2333.44971,931.3856,3
2333.53052,1094.18884,3
2333.58545,1088.31274,3
2333.59839,1127.46008,3
2333.67847,1080.22913,3
2333.69458,1082.29736,3
2333.73828,969.1935,3
2333.74072,1031.77954,3
2333.84326,1054.46411,3
2333.866,989.2026,3
2333.90161,1061.95764,3
2333.90161,1068.729,3
2333.93,1042.74487,3
2333.93823,1096.62488,3
2334.02,1025.81018,3
2334.05249,1067.47217,3
2334.077,1057.34985,3
2334.105,1065.22217,3
2334.10645,1041.24548,3
2334.19019,973.8996,3
2334.21558,1113.92078,3
2334.232,1136.71912,3
2334.279,1096.221,3
2334.331,1088.37109,3
2334.418,1081.37146,3
2334.47949,1082.126,3
2334.50464,1114.34058,3
2334.71753,1160.40393,3
2334.76685,1068.2959,3
2334.819,1020.02191,3
2334.99243,1063.37781,3
2335.04858,1045.32227,3
2335.12183,1119.84363,3
2335.17285,1060.31848,3
2335.251,1081.47717,3
2335.2832,1122.84277,3
2335.359,1079.06042,3
2335.36938,1099.5094,3
2335.3728,1015.529,3
2335.429,1025.79211,3
2335.445,1120.58875,3
2335.52979,1000.9516,3
2335.55371,1019.55084,3
2335.62866,1142.18347,3
2335.629,1132.23669,3
2335.67529,1154.39209,3
2335.74487,1063.26538,3
2335.79517,1070.04431,3
2335.81616,1123.51416,3
2335.874,1087.82837,3
2335.89551,1100.22913,3
2335.95166,1053.561,3
2335.97363,984.1569,3
2336.039,1027.10376,3
2336.1355,1134.17029,3
2336.155,1095.298,3
2336.29,1024.51563,3
2336.33057,1109.35828,3
2336.36987,1064.412,3
2336.47119,1080.9469,3
2336.472,1067.29639,3
2336.496,1058.74316,3
2336.5188,1065.20007,3
2336.56616,1060.395,3
2336.57813,1060.83081,3
2336.6936,1000.14832,3
2336.74634,1052.4469,3
2336.751,1098.67285,3
2336.79639,1081.27734,3
2336.81519,1062.52368,3
2336.858,1083.42957,3
2336.86646,1081.44653,3
2336.86768,1119.95886,3
2336.87476,1114.925,3
2336.887,1001.76971,3
2337.015,1202.50525,3
2337.061,1103.21252,3
2337.147,1058.42212,3
2337.17456,1141.017,3
2337.207,1066.81812,3
2337.21167,1094.127,3
2337.22314,1062.87207,3
2337.327,1060.54529,3
2337.33862,1084.098,3
2337.42261,1023.71393,3
2337.463,1018.2829,3
2337.52515,1027.63342,3
2337.546,951.817932,3
2337.61963,1035.10693,3
2337.676,1058.82336,3
2337.7002,1151.81409,3
2337.76782,1032.13367,3
2337.85376,977.909668,3
2337.91,1074.88672,3
2337.98486,1041.93323,3
2338.127,1060.86743,3
2338.17944,1052.31091,3
2338.22974,1005.38348,3
2338.23413,1049.14636,3
2338.242,1127.47827,3
2338.33618,1096.89307,3
2338.38965,1037.0061,3
2338.40039,1052.59937,3
2338.47021,1154.33386,3
2338.47266,1008.20593,3
2338.50049,1006.96106,3
2338.55,954.978943,3
2338.674,1143.42847,3
2338.67578,1110.17651,3
2338.81738,1122.26367,3
2338.9165,1011.07471,3
2338.96948,1071.11438,3
2338.988,1124.2793,3
2339.00073,1054.24023,3
2339.043,1088.10364,3
2339.20776,976.419434,3
2339.22461,1104.37439,3
2339.22681,1080.51636,3
2339.24756,1012.49377,3
2339.41528,1031.144,3
2339.46387,1077.56592,3
2339.484,1074.40515,3
2339.52979,1102.1676,3
2339.548,1058.26318,3
2339.557,1083.64832,3
2339.643,1103.38062,3
2339.66235,1055.432,3
2339.73926,1159.03345,3
2339.761,1055.23889,3
2339.7854,1085.0592,3
2339.79932,1022.331,3
2339.83936,1000.28564,3
2339.84448,1126.65076,3
2339.84766,1091.14648,3
2339.91138,1147.99414,3
2340.03125,1073.65588,3
2340.05029,1027.80164,3
2340.05713,1044.93457,3
2340.05859,1015.46246,3
2340.11548,1096.65723,3
2340.24683,1035.365,3
2340.28638,1104.3562,3
2340.291,1214.8501,3
2340.29321,1145.98853,3
2340.39917,1006.14691,3
2340.473,984.1947,3
2340.48779,1073.63623,3
2340.506,1109.88049,3
2340.601,1020.91425,3
2340.65576,1206.92957,3
2340.69458,1088.581,3
2340.702,1027.30237,3
2340.83765,1068.80554,3
2340.8728,985.6816,3
2341.03345,1081.735,3
2341.0647,1035.11145,3
2341.14258,1053.5658,3
2341.2124,996.7138,3
2341.249,1077.20544,3
2341.25146,1033.61133,3
2341.268,1014.36157,3
2341.46,1115.58655,3
2341.46362,1046.27319,3
2341.607,1071.6261,3
2341.62183,1075.85413,3
2341.677,911.900146,3
2341.91675,1123.54785,3
2341.941,1010.70062,3
2341.983,1029.27612,3
2342.02441,994.7954,3
2342.074,1132.28113,3
2342.07935,1025.534,3
2342.212,1039.05981,3
2342.216,1013.09424,3
2342.35547,1040.54236,3
2342.41479,1058.67871,3
2342.52417,967.734741,3
2342.53564,1114.77161,3
2342.5564,1050.075,3
2342.66333,1034.80945,3
2342.70947,1044.13354,3
2342.744,1123.015,3
2342.76318,1014.6156,3
2342.85522,1009.08063,3
2342.87476,1044.77979,3
2342.90747,1109.839,3
2342.93115,1087.217,3
2342.94849,1005.64691,3
2342.97583,1007.28,3
2342.98535,1185.42383,3
2342.98853,1028.61755,3
2343.045,994.6798,3
2343.06763,1017.87604,3
2343.0752,1118.761,3
2343.08374,1110.94666,3
2343.16235,1071.00208,3
2343.31128,1071.63757,3
2343.348,1107.51392,3
2343.41382,1015.46094,3
2343.43042,1030.32874,3
2343.438,1096.66174,3
2343.48022,1053.37048,3
2343.51685,1036.82764,3
2343.52173,1028.31421,3
2343.581,1032.09229,3
2343.62769,1046.96045,3
2343.62939,1102.93311,3
2343.65063,1071.13342,3
2343.693,995.2979,3
2343.741,979.2175,3
2343.745,1082.61523,3
2343.758,1050.57935,3
2343.768,1091.90442,3
2343.8252,1051.71228,3
2343.83862,1022.18671,3
2343.85083,1045.73669,3
2343.85352,967.7027,3
2343.88281,1117.59277,3
2343.89551,1052.61511,3
2343.92725,985.0284,3
2343.93481,985.360168,3
2343.945,1042.607,3
2344.00879,1071.0238,3
2344.02051,1055.34644,3
2344.02319,1087.465,3
2344.121,1035.26575,3
2344.16455,983.962952,3
2344.185,1070.49158,3
2344.216,1130.31848,3
2344.23584,1006.48279,3
2344.236,1125.54431,3
2344.35156,1047.57813,3
2344.44263,1148.45007,3
2344.44653,1074.56506,3
2344.542,996.2675,3
2344.56128,1033.33264,3
2344.60254,1138.607,3
2344.69556,1087.57275,3
2344.75732,1029.503,3
2344.77124,1067.65857,3
2344.78735,1108.87244,3
2344.8584,1050.00891,3
2344.86938,1104.92151,3
2344.94775,1061.13855,3
2344.958,1086.73828,3
2344.97437,1059.7345,3
2345.017,1100.7428,3
2345.02051,1175.499,3
2345.067,1071.28882,3
2345.13135,1064.02527,3
2345.17554,1083.20093,3
2345.21973,1032.00842,3
2345.329,1051.21423,3
2345.35376,1053.41956,3
2345.3667,1039.69971,3
2345.4917,1091.93811,3
2345.62256,1171.07007,3
2345.78,997.0929,3
2345.82617,977.641968,3
2345.849,1085.18066,3
2345.87134,1007.45947,3
2345.8772,997.5603,3
2345.94287,1049.89734,3
2345.97925,1126.37231,3
2346.01245,1008.50159,3
2346.01685,1100.89392,3
2346.037,1080.63745,3
2346.115,1092.66528,3
2346.153,1007.66284,3
2346.178,1035.45544,3
2346.251,956.5984,3
2346.30933,1073.91345,3
2346.34033,1108.85413,3
2346.362,924.2308,3
2346.41187,1161.17126,3
2346.41772,1065.17065,3
2346.54346,1063.797,3
2346.54663,1165.45569,3
2346.56152,1012.538,3
2346.567,1141.36646,3
2346.57056,1059.54761,3
2346.621,1072.28162,3
2346.62427,1095.69812,3
2346.62451,1095.57544,3
2346.661,1050.807,3
2346.68115,1110.195,3
2346.73071,1080.95947,3
2346.73633,1042.8584,3
2346.75537,1060.88,3
